web_scraper_order,web_scraper_start_url,data,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,image,image2
"1785142186-69","https://www.eventbrite.ie/d/ireland--donegal/arts--events/?page=1","Creative Recycled Metal Sculpture Workshop","Wed 17 Feb, 10:00","From €360.00","","Manorhamilton · Leitrim Sculpture Centre","Creative Recycled Metal Sculpture Workshop","Save this event: Creative Recycled Metal Sculpture Workshop","Share this event: Creative Recycled Metal Sculpture Workshop","Save this event: Creative Recycled Metal Sculpture Workshop","Share this event: Creative Recycled Metal Sculpture Workshop","Wed 17 Feb, 10:00","From €360.00","Manorhamilton · Leitrim Sculpture Centre","Leitrim Sculpture Centre","139 followers","Selling fast","Selling fast","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1185939912%2F29848425573%2F1%2Foriginal.20260602-074221?crop=focalpoint&fit=crop&w=1024&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=f4ae03d17ce1fe4c9180a295b2ab89c5","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1185939912%2F29848425573%2F1%2Foriginal.20260602-074221?crop=focalpoint&fit=crop&w=1024&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=f4ae03d17ce1fe4c9180a295b2ab89c5"
"1785142186-70","https://www.eventbrite.ie/d/ireland--donegal/arts--events/?page=1","Ro Boyle On Tour 'SHOWED UP ' Joe's Bar Strabane","Fri 9 Oct, 19:00","From £13.70","","Strabane · Joes Bar","Ro Boyle On Tour 'SHOWED UP ' Joe's Bar Strabane","Save this event: Ro Boyle On Tour 'SHOWED UP ' Joe's Bar Strabane","Share this event: Ro Boyle On Tour 'SHOWED UP ' Joe's Bar Strabane","Save this event: Ro Boyle On Tour 'SHOWED UP ' Joe's Bar Strabane","Share this event: Ro Boyle On Tour 'SHOWED UP ' Joe's Bar Strabane","Fri 9 Oct, 19:00","From £13.70","Strabane · Joes Bar","RONAN BOYLE","447 followers","Selling fast","Selling fast","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1179814090%2F362954660473%2F1%2Foriginal.20260313-211206?w=1024&auto=format%2Ccompress&q=75&sharp=10&rect=1%2C376%2C1079%2C540&s=7cc23ea573417b7bbeec801dc666ad02","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1179814090%2F362954660473%2F1%2Foriginal.20260313-211206?w=1024&auto=format%2Ccompress&q=75&sharp=10&rect=1%2C376%2C1079%2C540&s=7cc23ea573417b7bbeec801dc666ad02"
"1785142186-71","https://www.eventbrite.ie/d/ireland--donegal/arts--events/?page=1","Tanya McCole","Sat 21 Nov, 20:00","From €22.42","","Lifford · The Old Courthouse","Tanya McCole","Save this event: Tanya McCole","Share this event: Tanya McCole","Save this event: Tanya McCole","Share this event: Tanya McCole","Sat 21 Nov, 20:00","From €22.42","Lifford · The Old Courthouse","Lifford Old Courthouse","291 followers","","","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1179709296%2F821209405293%2F1%2Foriginal.20260312-174326?w=1024&auto=format%2Ccompress&q=75&sharp=10&s=70bd93b4436814506ad638b070ae04e3","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1179709296%2F821209405293%2F1%2Foriginal.20260312-174326?w=1024&auto=format%2Ccompress&q=75&sharp=10&s=70bd93b4436814506ad638b070ae04e3"
"1785142186-72","https://www.eventbrite.ie/d/ireland--donegal/arts--events/?page=1","Grand Slam Wrestling Sligo","Sun 16 Aug, 13:30","From €11.70","","Sligo · Clayton Hotel Sligo","Grand Slam Wrestling Sligo","Save this event: Grand Slam Wrestling Sligo","Share this event: Grand Slam Wrestling Sligo","Save this event: Grand Slam Wrestling Sligo","Share this event: Grand Slam Wrestling Sligo","Sun 16 Aug, 13:30","From €11.70","Sligo · Clayton Hotel Sligo","","","","","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1186706769%2F1366256825563%2F1%2Foriginal.20260611-192213?crop=focalpoint&fit=crop&w=1024&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.498&fp-y=0.507&s=41949462ab5616e004ed283e4fb307e7","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1186706769%2F1366256825563%2F1%2Foriginal.20260611-192213?crop=focalpoint&fit=crop&w=1024&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.498&fp-y=0.507&s=41949462ab5616e004ed283e4fb307e7"
"1785142186-73","https://www.eventbrite.ie/d/ireland--donegal/arts--events/?page=1","Jesus Christ Superstar","Fri 21 Aug, 19:30 + 1 more","From £14.00","","Strabane · St Patricks Hall","Jesus Christ Superstar","Save this event: Jesus Christ Superstar","Share this event: Jesus Christ Superstar","Save this event: Jesus Christ Superstar","Share this event: Jesus Christ Superstar","Fri 21 Aug, 19:30 + 1 more","From £14.00","Strabane · St Patricks Hall","","","","","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1188759922%2F656370826183%2F1%2Foriginal.20260713-155708?crop=focalpoint&fit=crop&w=640&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=158f6641fc8c3489e88b4fedcd40d778","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1188759922%2F656370826183%2F1%2Foriginal.20260713-155708?crop=focalpoint&fit=crop&w=640&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=158f6641fc8c3489e88b4fedcd40d778"
"1785142186-74","https://www.eventbrite.ie/d/ireland--donegal/arts--events/?page=1","Smidiríní i Sligeach!","Sat 8 Aug, 14:00","From €11.70","","Sligo · The Model. Home of The Niland Collection.","Smidiríní i Sligeach!","Save this event: Smidiríní i Sligeach!","Share this event: Smidiríní i Sligeach!","Save this event: Smidiríní i Sligeach!","Share this event: Smidiríní i Sligeach!","Sat 8 Aug, 14:00","From €11.70","Sligo · The Model. Home of The Niland Collection.","AerachAiteachGaelach","170 followers","","","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1185804022%2F909205486023%2F1%2Foriginal.20260531-161449?crop=focalpoint&fit=crop&w=1024&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.38&fp-y=0.389&s=5dafd2e6f6244fe4ac156cbf09d16b48","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1185804022%2F909205486023%2F1%2Foriginal.20260531-161449?crop=focalpoint&fit=crop&w=1024&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.38&fp-y=0.389&s=5dafd2e6f6244fe4ac156cbf09d16b48"
"1785142186-75","https://www.eventbrite.ie/d/ireland--donegal/arts--events/?page=1","New Moon Crystal Caves: An Underground Sound Journey","Sat 12 Sept, 16:00","From £76.55","","Enniskillen · Marble Arch Caves (Open Year-Round)","New Moon Crystal Caves: An Underground Sound Journey","Save this event: New Moon Crystal Caves: An Underground Sound Journey","Share this event: New Moon Crystal Caves: An Underground Sound Journey","Save this event: New Moon Crystal Caves: An Underground Sound Journey","Share this event: New Moon Crystal Caves: An Underground Sound Journey","Sat 12 Sept, 16:00","From £76.55","Enniskillen · Marble Arch Caves (Open Year-Round)","The Sound Healing Spa","1.1k followers","Selling fast","Selling fast","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1172824075%2F154593557475%2F1%2Foriginal.20251212-092033?w=640&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C448%2C832%2C416&s=c305c847f3a253db0a62a09191051e31","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1172824075%2F154593557475%2F1%2Foriginal.20251212-092033?w=640&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C448%2C832%2C416&s=c305c847f3a253db0a62a09191051e31"
"1785142186-76","https://www.eventbrite.ie/d/ireland--donegal/arts--events/?page=1","Fintan Harvey FLIGHTMARES Strabane","Fri 13 Nov, 20:00","From £16.96","","Strabane · Joes Bar","Fintan Harvey FLIGHTMARES Strabane","Save this event: Fintan Harvey FLIGHTMARES Strabane","Share this event: Fintan Harvey FLIGHTMARES Strabane","Save this event: Fintan Harvey FLIGHTMARES Strabane","Share this event: Fintan Harvey FLIGHTMARES Strabane","Fri 13 Nov, 20:00","From £16.96","Strabane · Joes Bar","Fintan Harvey","209 followers","","","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1184380929%2F523061688963%2F1%2Foriginal.20260512-101825?w=1024&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C540%2C1080%2C540&s=3c511dd0fee69956d40a772898377a2a","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1184380929%2F523061688963%2F1%2Foriginal.20260512-101825?w=1024&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C540%2C1080%2C540&s=3c511dd0fee69956d40a772898377a2a"
"1785142186-77","https://www.eventbrite.ie/d/ireland--donegal/arts--events/?page=1","Cyanotype Workshop","Wed 5 Aug, 10:00","From €47.10","","Ramelton · F92 ADT8","Cyanotype Workshop","Save this event: Cyanotype Workshop","Share this event: Cyanotype Workshop","Save this event: Cyanotype Workshop","Share this event: Cyanotype Workshop","Wed 5 Aug, 10:00","From €47.10","Ramelton · F92 ADT8","","","","","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1188824842%2F2339235199653%2F1%2Foriginal.20260714-120347?crop=focalpoint&fit=crop&w=1024&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.486&fp-y=0.427&s=442dd4f577adabcde606b2f248e8be92","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1188824842%2F2339235199653%2F1%2Foriginal.20260714-120347?crop=focalpoint&fit=crop&w=1024&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.486&fp-y=0.427&s=442dd4f577adabcde606b2f248e8be92"
"1785142186-78","https://www.eventbrite.ie/d/ireland--donegal/arts--events/?page=1","Mamma Mia  - The Live Experience.  The Social, Gweedore Donegal","Sat 19 Dec, 18:00","From £27.80","","Gweedore · The Social","Mamma Mia  - The Live Experience.  The Social, Gweedore Donegal","Save this event: Mamma Mia  - The Live Experience.  The Social, Gweedore Donegal","Share this event: Mamma Mia  - The Live Experience.  The Social, Gweedore Donegal","Save this event: Mamma Mia  - The Live Experience.  The Social, Gweedore Donegal","Share this event: Mamma Mia  - The Live Experience.  The Social, Gweedore Donegal","Sat 19 Dec, 18:00","From £27.80","Gweedore · The Social","DAY PARTY HQ","74 followers","","","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1188617021%2F2984351325581%2F1%2Foriginal.20260710-153504?crop=focalpoint&fit=crop&w=1024&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.133&fp-y=0.513&s=38b691cb925417cf7ac465537007f776","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1188617021%2F2984351325581%2F1%2Foriginal.20260710-153504?crop=focalpoint&fit=crop&w=1024&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.133&fp-y=0.513&s=38b691cb925417cf7ac465537007f776"
"1785142186-79","https://www.eventbrite.ie/d/ireland--donegal/arts--events/?page=1","Swan Song","Wed 26 Aug, 20:00 + 1 more","From €6.34","","Sligo · The nest Custom House Quay branching F91 K79P","Swan Song","Save this event: Swan Song","Share this event: Swan Song","Save this event: Swan Song","Share this event: Swan Song","Wed 26 Aug, 20:00 + 1 more","From €6.34","Sligo · The nest Custom House Quay branching F91 K79P","","","","","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1185368412%2F2599044416011%2F1%2Foriginal.20260525-153206?crop=focalpoint&fit=crop&w=1024&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.505&fp-y=0.191&s=062e62a6dc48003b2400226eeb8919f0","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1185368412%2F2599044416011%2F1%2Foriginal.20260525-153206?crop=focalpoint&fit=crop&w=1024&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.505&fp-y=0.191&s=062e62a6dc48003b2400226eeb8919f0"
"1785142189-80","https://www.eventbrite.ie/d/ireland--donegal/hobbies--events/?page=1","Exclusive Writer's Retreat","Thu 17 Sept, 15:00","From £2,113.34","","Bradlieve · Lough Mardal Lodge | Lakeside Glamping and Eco Lodge | Donegal, Ireland","Exclusive Writer's Retreat","Save this event: Exclusive Writer's Retreat","Share this event: Exclusive Writer's Retreat","Save this event: Exclusive Writer's Retreat","Share this event: Exclusive Writer's Retreat","Thu 17 Sept, 15:00","From £2,113.34","Bradlieve · Lough Mardal Lodge | Lakeside Glamping and Eco Lodge | Donegal, Ireland","Dream Big Events","18 followers","","","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1175496700%2F1214199221363%2F1%2Foriginal.20260121-221629?w=1024&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C133%2C1600%2C800&s=986bedcba6c10a5375d13a6974e39453","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1175496700%2F1214199221363%2F1%2Foriginal.20260121-221629?w=1024&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C133%2C1600%2C800&s=986bedcba6c10a5375d13a6974e39453"
"1785142189-81","https://www.eventbrite.ie/d/ireland--donegal/hobbies--events/?page=1","Ladies DIY Skills Class – Sligo","Sat 10 Oct, 10:00","From €100.00","","Ballinode · Clayton Hotel Sligo","Ladies DIY Skills Class – Sligo","Save this event: Ladies DIY Skills Class – Sligo","Share this event: Ladies DIY Skills Class – Sligo","Save this event: Ladies DIY Skills Class – Sligo","Share this event: Ladies DIY Skills Class – Sligo","Sat 10 Oct, 10:00","From €100.00","Ballinode · Clayton Hotel Sligo","","","","","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1186976615%2F2984641523848%2F1%2Foriginal.20260615-215016?crop=focalpoint&fit=crop&w=1024&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.369&fp-y=0.537&s=72f913cdb83828ac6d3de5b3071f13b9","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1186976615%2F2984641523848%2F1%2Foriginal.20260615-215016?crop=focalpoint&fit=crop&w=1024&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.369&fp-y=0.537&s=72f913cdb83828ac6d3de5b3071f13b9"
"1785142189-82","https://www.eventbrite.ie/d/ireland--donegal/hobbies--events/?page=1","North West Card Club","Sun 9 Aug, 11:00","From £0.00","","Londonderry · Maldron Hotel Derry","North West Card Club","Save this event: North West Card Club","Share this event: North West Card Club","Save this event: North West Card Club","Share this event: North West Card Club","Sun 9 Aug, 11:00","From £0.00","Londonderry · Maldron Hotel Derry","","","","","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1187188366%2F3005534128459%2F1%2Foriginal.20260618-115934?crop=focalpoint&fit=crop&w=1024&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.465&fp-y=0.481&s=9b6c72c1a634ffa3347a5e9334a6df58","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1187188366%2F3005534128459%2F1%2Foriginal.20260618-115934?crop=focalpoint&fit=crop&w=1024&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.465&fp-y=0.481&s=9b6c72c1a634ffa3347a5e9334a6df58"
"1785142189-83","https://www.eventbrite.ie/d/ireland--donegal/hobbies--events/?page=1","Quiltmaking Workshop, Sat 1st Aug 2026,10am-4pm","Saturday at 10:00","From €30.00","","Ballinamore · Leitrim School of Art  N41 E8H0","Quiltmaking Workshop, Sat 1st Aug 2026,10am-4pm","Save this event: Quiltmaking Workshop, Sat 1st Aug 2026,10am-4pm","Share this event: Quiltmaking Workshop, Sat 1st Aug 2026,10am-4pm","Save this event: Quiltmaking Workshop, Sat 1st Aug 2026,10am-4pm","Share this event: Quiltmaking Workshop, Sat 1st Aug 2026,10am-4pm","Saturday at 10:00","From €30.00","Ballinamore · Leitrim School of Art  N41 E8H0","Leitrim School of Art","809 followers","","","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1184045395%2F410379563125%2F1%2Foriginal.20260507-181034?crop=focalpoint&fit=crop&w=640&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=76fd553314086953467c11b4af38e05f","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1184045395%2F410379563125%2F1%2Foriginal.20260507-181034?crop=focalpoint&fit=crop&w=640&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=76fd553314086953467c11b4af38e05f"
"1785142189-84","https://www.eventbrite.ie/d/ireland--donegal/hobbies--events/?page=1","Willow Basket Weaving (Asymmetric Basket) Sun 23rd Aug 2026,10:30am","Sun 23 Aug, 10:30","From €30.00","","Ballinamore · Leitrim School of Art N41 E8H0","Willow Basket Weaving (Asymmetric Basket) Sun 23rd Aug 2026,10:30am","Save this event: Willow Basket Weaving (Asymmetric Basket) Sun 23rd Aug 2026,10:30am","Share this event: Willow Basket Weaving (Asymmetric Basket) Sun 23rd Aug 2026,10:30am","Save this event: Willow Basket Weaving (Asymmetric Basket) Sun 23rd Aug 2026,10:30am","Share this event: Willow Basket Weaving (Asymmetric Basket) Sun 23rd Aug 2026,10:30am","Sun 23 Aug, 10:30","From €30.00","Ballinamore · Leitrim School of Art N41 E8H0","Leitrim School of Art","809 followers","","","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1187760724%2F410379563125%2F1%2Foriginal.20260627-132214?crop=focalpoint&fit=crop&w=1024&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=412613faa7e4336fb41e40be6ad8b4b6","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1187760724%2F410379563125%2F1%2Foriginal.20260627-132214?crop=focalpoint&fit=crop&w=1024&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=412613faa7e4336fb41e40be6ad8b4b6"
"1785142189-85","https://www.eventbrite.ie/d/ireland--donegal/hobbies--events/?page=1","One Day Ceramic Workshop, Sunday 30th Aug 2026, 10am-4pm","Sun 30 Aug, 10:00","From €30.00","","Ballinamore · Leitrim School of Art N41 E8H0","One Day Ceramic Workshop, Sunday 30th Aug 2026, 10am-4pm","Save this event: One Day Ceramic Workshop, Sunday 30th Aug 2026, 10am-4pm","Share this event: One Day Ceramic Workshop, Sunday 30th Aug 2026, 10am-4pm","Save this event: One Day Ceramic Workshop, Sunday 30th Aug 2026, 10am-4pm","Share this event: One Day Ceramic Workshop, Sunday 30th Aug 2026, 10am-4pm","Sun 30 Aug, 10:00","From €30.00","Ballinamore · Leitrim School of Art N41 E8H0","Leitrim School of Art","809 followers","","","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1187762614%2F410379563125%2F1%2Foriginal.20260627-144114?crop=focalpoint&fit=crop&w=640&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=9ed543e637540c995a1157db6d745d78","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1187762614%2F410379563125%2F1%2Foriginal.20260627-144114?crop=focalpoint&fit=crop&w=640&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=9ed543e637540c995a1157db6d745d78"
"1785142189-86","https://www.eventbrite.ie/d/ireland--donegal/hobbies--events/?page=1","Jewellery for Beginners Workshop, Sun 9th Aug 2026,10am-3pm","Sun 9 Aug, 10:00","From €30.00","","Ballinamore · Leitrim School of Art  N41 E8H0","Jewellery for Beginners Workshop, Sun 9th Aug 2026,10am-3pm","Save this event: Jewellery for Beginners Workshop, Sun 9th Aug 2026,10am-3pm","Share this event: Jewellery for Beginners Workshop, Sun 9th Aug 2026,10am-3pm","Save this event: Jewellery for Beginners Workshop, Sun 9th Aug 2026,10am-3pm","Share this event: Jewellery for Beginners Workshop, Sun 9th Aug 2026,10am-3pm","Sun 9 Aug, 10:00","From €30.00","Ballinamore · Leitrim School of Art  N41 E8H0","Leitrim School of Art","809 followers","","","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1184939966%2F410379563125%2F1%2Foriginal.20240926-170241?w=640&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C940%2C470&s=e9b3137d682318b8d96d578b5814b58f","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1184939966%2F410379563125%2F1%2Foriginal.20240926-170241?w=640&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C940%2C470&s=e9b3137d682318b8d96d578b5814b58f"
"1785142189-87","https://www.eventbrite.ie/d/ireland--donegal/hobbies--events/?page=1","Italian Beginners, 6 Mon Eve's,7-9pm, Aug 24, 31, Sep 7, 14, 21, & 28","Mon 24 Aug, 19:00","From €30.00","","Ballinamore · Leitrim School of Art N41 E8H0","Italian Beginners, 6 Mon Eve's,7-9pm, Aug 24, 31, Sep 7, 14, 21, & 28","Save this event: Italian Beginners, 6 Mon Eve's,7-9pm, Aug 24, 31, Sep 7, 14, 21, & 28","Share this event: Italian Beginners, 6 Mon Eve's,7-9pm, Aug 24, 31, Sep 7, 14, 21, & 28","Save this event: Italian Beginners, 6 Mon Eve's,7-9pm, Aug 24, 31, Sep 7, 14, 21, & 28","Share this event: Italian Beginners, 6 Mon Eve's,7-9pm, Aug 24, 31, Sep 7, 14, 21, & 28","Mon 24 Aug, 19:00","From €30.00","Ballinamore · Leitrim School of Art N41 E8H0","Leitrim School of Art","809 followers","","","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1184989082%2F410379563125%2F1%2Foriginal.20260519-221222?crop=focalpoint&fit=crop&w=640&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=0402007f490d4329d2873d621c863d4e","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1184989082%2F410379563125%2F1%2Foriginal.20260519-221222?crop=focalpoint&fit=crop&w=640&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=0402007f490d4329d2873d621c863d4e"
"1785142189-88","https://www.eventbrite.ie/d/ireland--donegal/hobbies--events/?page=1","Let’s Write About Intimacy, 6 x Tuesday eve's, from Aug 25th, 7-9pm","Tue 25 Aug, 19:00","From €30.00","","Ballinamore · Leitrim School of Art N41 E8H0","Let’s Write About Intimacy, 6 x Tuesday eve's, from Aug 25th, 7-9pm","Save this event: Let’s Write About Intimacy, 6 x Tuesday eve's, from Aug 25th, 7-9pm","Share this event: Let’s Write About Intimacy, 6 x Tuesday eve's, from Aug 25th, 7-9pm","Save this event: Let’s Write About Intimacy, 6 x Tuesday eve's, from Aug 25th, 7-9pm","Share this event: Let’s Write About Intimacy, 6 x Tuesday eve's, from Aug 25th, 7-9pm","Tue 25 Aug, 19:00","From €30.00","Ballinamore · Leitrim School of Art N41 E8H0","Leitrim School of Art","809 followers","","","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1184976234%2F410379563125%2F1%2Foriginal.20260519-193515?crop=focalpoint&fit=crop&w=640&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=efcaee51c63aae9a9abb823e37ce49ee","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1184976234%2F410379563125%2F1%2Foriginal.20260519-193515?crop=focalpoint&fit=crop&w=640&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=efcaee51c63aae9a9abb823e37ce49ee"
"1785142189-89","https://www.eventbrite.ie/d/ireland--donegal/hobbies--events/?page=1","Novel Writing, 6 Wed's 7-9pm, Aug 26th, Sep  2nd, 9th, 16th, 23rd, & 30th","Wed 26 Aug, 19:00","From €30.00","","Ballinamore · Leitrim School of Art N41 E8H0","Novel Writing, 6 Wed's 7-9pm, Aug 26th, Sep  2nd, 9th, 16th, 23rd, & 30th","Save this event: Novel Writing, 6 Wed's 7-9pm, Aug 26th, Sep  2nd, 9th, 16th, 23rd, & 30th","Share this event: Novel Writing, 6 Wed's 7-9pm, Aug 26th, Sep  2nd, 9th, 16th, 23rd, & 30th","Save this event: Novel Writing, 6 Wed's 7-9pm, Aug 26th, Sep  2nd, 9th, 16th, 23rd, & 30th","Share this event: Novel Writing, 6 Wed's 7-9pm, Aug 26th, Sep  2nd, 9th, 16th, 23rd, & 30th","Wed 26 Aug, 19:00","From €30.00","Ballinamore · Leitrim School of Art N41 E8H0","Leitrim School of Art","809 followers","","","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1187794334%2F410379563125%2F1%2Foriginal.20260628-152235?crop=focalpoint&fit=crop&w=640&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=58cf2fad0f0329b39bda760d846ae4ca","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1187794334%2F410379563125%2F1%2Foriginal.20260628-152235?crop=focalpoint&fit=crop&w=640&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=58cf2fad0f0329b39bda760d846ae4ca"
"1785142189-90","https://www.eventbrite.ie/d/ireland--donegal/hobbies--events/?page=1","Painting Workshop, 1 Day. Sat 29th Aug 2026 ,10:00am-3:00pm","Sat 29 Aug, 10:00","From €30.00","","Ballinamore · Leitrim School of Art N41 E8H0","Painting Workshop, 1 Day. Sat 29th Aug 2026 ,10:00am-3:00pm","Save this event: Painting Workshop, 1 Day. Sat 29th Aug 2026 ,10:00am-3:00pm","Share this event: Painting Workshop, 1 Day. Sat 29th Aug 2026 ,10:00am-3:00pm","Save this event: Painting Workshop, 1 Day. Sat 29th Aug 2026 ,10:00am-3:00pm","Share this event: Painting Workshop, 1 Day. Sat 29th Aug 2026 ,10:00am-3:00pm","Sat 29 Aug, 10:00","From €30.00","Ballinamore · Leitrim School of Art N41 E8H0","Leitrim School of Art","809 followers","","","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1187955868%2F410379563125%2F1%2Foriginal.20260630-210038?w=640&auto=format%2Ccompress&q=75&sharp=10&s=597c40c7b18b89074429b251f9379848","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1187955868%2F410379563125%2F1%2Foriginal.20260630-210038?w=640&auto=format%2Ccompress&q=75&sharp=10&s=597c40c7b18b89074429b251f9379848"
